"","data_code","rec_year","rec_month","rec_day","animal_code","animal_sex","animal_weight","animal_yob"
"1768","CBH01",2002,11,14,"W-732","M",1582,1997
"1769","CBH01",2002,11,14,"W-737","F",902,1997
"1770","CBH01",2002,11,14,"W-738","F",962,1997
"1771","CBH01",2002,11,14,"W-741","F",998,1997
"1772","CBH01",2002,11,14,"W-743","F",1052,1997
"1773","CBH01",2002,11,14,"W-753","F",1100,1997
"1774","CBH01",2002,11,14,"W-762","M",1590,1997
"1775","CBH01",2002,11,14,"W-763","F",988,1997
"1776","CBH01",2002,11,14,"W-764","F",786,1997
"1777","CBH01",2002,11,14,"W-765","F",900,1997
"1778","CBH01",2002,11,14,"W-801","F",898,1998
"1779","CBH01",2002,11,14,"W-802","F",988,1998
"1780","CBH01",2002,11,14,"W-804","F",880,1998
"1781","CBH01",2002,11,14,"W-819","F",836,1998
"1782","CBH01",2002,11,14,"W-828","F",946,1998
"1783","CBH01",2002,11,14,"W-831","F",806,1998
"1784","CBH01",2002,11,14,"W-834","F",786,1998
"1785","CBH01",2002,11,14,"W-838","F",974,1998
"1786","CBH01",2002,11,14,"W-840","F",944,1998
"1787","CBH01",2002,11,14,"W-855","M",1346,1998
"1788","CBH01",2002,11,14,"W-863","F",956,1998
"1789","CBH01",2002,11,14,"W-865","M",1340,1998
"1790","CBH01",2002,11,14,"W-867","F",874,1998
"1791","CBH01",2002,11,14,"W-868","F",908,1998
"1792","CBH01",2002,11,14,"W-869","F",906,1998
"1793","CBH01",2002,11,14,"W-870","F",866,1998
"1794","CBH01",2002,11,14,"W-871","F",964,1998
"1795","CBH01",2002,11,14,"W-872","F",868,1998
"1796","CBH01",2002,11,14,"W-912","F",798,1999
"1797","CBH01",2002,11,14,"W-918","F",850,1999
"1798","CBH01",2002,11,14,"W-927","M",1414,1999
"1799","CBH01",2002,11,14,"W-931","F",794,1999
"1800","CBH01",2002,11,14,"W-938","F",868,1999
"1801","CBH01",2002,11,14,"W-939","F",672,1999
"1802","CBH01",2002,11,14,"W-942","F",898,1999
"1803","CBH01",2002,11,14,"W-947","F",930,1999
"1804","CBH01",2002,11,14,"W-948","F",804,1999
"1805","CBH01",2002,11,14,"W-953","M",1136,1999
"1806","CBH01",2002,11,14,"W-959","F",786,1999
"1807","CBH01",2002,11,14,"W-962","F",912,1999
"1808","CBH01",2002,11,14,"W-963","F",786,1999
"1809","CBH01",2002,11,14,"W-964","F",820,1999
"1810","CBH01",2002,11,14,"W-965","F",758,1999
"1811","CBH01",2002,11,14,"W-966","F",964,1999
"1812","CBH01",2002,11,14,"W-967","M",1196,1999
"1813","CBH01",2002,11,14,"W-968","M",1164,1999
"1814","CBH01",2002,11,14,"W-969","M",1114,1999
"1815","CBH01",2002,11,14,"W-970","M",1246,1999
"1816","CBH01",2002,11,14,"W-971","M",1074,1999
"1817","CBH01",2002,11,14,"W-972","F",648,1999
"1818","CBH01",2002,11,14,"W-973","M",1174,1999
"1819","CBH01",2002,11,14,"W-974","M",1146,1999
"1820","CBH01",2002,11,14,"W-975","F",736,1999
"1821","CBH01",2002,11,14,"W-976","F",746,1999
"1822","CBH01",2002,11,14,"Y-001","F",796,2000
"1823","CBH01",2002,11,14,"Y-003","F",744,2000
"1824","CBH01",2002,11,14,"Y-005","M",898,2000
"1825","CBH01",2002,11,14,"Y-007","M",790,2000
"1826","CBH01",2002,11,14,"Y-008","F",864,2000
"1827","CBH01",2002,11,14,"Y-010","F",642,2000
"1828","CBH01",2002,11,14,"Y-011","M",750,2000
"1829","CBH01",2002,11,14,"Y-012","M",820,2000
"1830","CBH01",2002,11,14,"Y-013","M",746,2000
"1831","CBH01",2002,11,14,"Y-014","M",624,2000
"1832","CBH01",2002,11,14,"Y-017","M",676,2000
"1833","CBH01",2002,11,14,"Y-018","F",744,2000
"1834","CBH01",2002,11,14,"Y-019","M",718,2000
"1835","CBH01",2002,11,14,"Y-020","M",918,2000
"1836","CBH01",2002,11,14,"Y-021","M",820,2000
"1837","CBH01",2002,11,14,"Y-023","F",754,2000
"1838","CBH01",2002,11,14,"Y-024","M",718,2000
"1839","CBH01",2002,11,14,"Y-026","F",828,2000
"1840","CBH01",2002,11,14,"Y-027","F",800,2000
"1841","CBH01",2002,11,14,"Y-028","M",772,2000
"1842","CBH01",2002,11,14,"Y-031","M",722,2000
"1843","CBH01",2002,11,14,"Y-032","M",748,2000
"1844","CBH01",2002,11,14,"Y-033","M",886,2000
"1845","CBH01",2002,11,14,"Y-034","F",758,2000
"1846","CBH01",2002,11,14,"Y-036","F",918,2000
"1847","CBH01",2002,11,14,"Y-037","M",744,2000
"1848","CBH01",2002,11,14,"Y-038","M",632,2000
"1849","CBH01",2002,11,14,"Y-039","M",672,2000
"1850","CBH01",2002,11,14,"Y-041","F",756,2000
"1851","CBH01",2002,11,14,"Y-043","M",696,2000
"1852","CBH01",2002,11,14,"Y-044","F",854,2000
"1853","CBH01",2002,11,14,"Y-045","F",792,2000
"1854","CBH01",2002,11,14,"Y-046","M",626,2000
"1855","CBH01",2002,11,14,"Y-048","F",842,2000
"1856","CBH01",2002,11,14,"Y-049","M",956,2000
"1857","CBH01",2002,11,14,"Y-051","M",752,2000
"1858","CBH01",2002,11,14,"Y-053","F",724,2000
"1859","CBH01",2002,11,14,"Y-054","F",696,2000
"1860","CBH01",2002,11,14,"Y-056","M",804,2000
"1861","CBH01",2002,11,14,"Y-057","M",882,2000
"1862","CBH01",2002,11,14,"Y-058","M",748,2000
"1863","CBH01",2002,11,14,"Y-060","M",690,2000
"1864","CBH01",2002,11,14,"Y-061","F",784,2000
"1865","CBH01",2002,11,14,"Y-063","M",1023,2000
"1866","CBH01",2002,11,14,"Y-065","M",950,2000
"1867","CBH01",2002,11,14,"Y-066","F",792,2000
"1868","CBH01",2002,11,14,"Y-067","F",506,2000
"1869","CBH01",2002,11,14,"Y-068","M",1028,2000
"1870","CBH01",2002,11,14,"Y-101","F",514,2001
"1871","CBH01",2002,11,14,"Y-102","F",500,2001
"1872","CBH01",2002,11,14,"Y-103","F",650,2001
"1873","CBH01",2002,11,14,"Y-104","M",630,2001
"1874","CBH01",2002,11,14,"Y-105","M",692,2001
"1875","CBH01",2002,11,14,"Y-106","M",760,2001
"1876","CBH01",2002,11,14,"Y-107","M",600,2001
"1877","CBH01",2002,11,14,"Y-108","F",420,2001
"1878","CBH01",2002,11,14,"Y-109","M",482,2001
"1879","CBH01",2002,11,14,"Y-111","M",554,2001
"1880","CBH01",2002,11,14,"Y-112","M",458,2001
"1881","CBH01",2002,11,14,"Y-113","M",618,2001
"1882","CBH01",2002,11,14,"Y-114","F",430,2001
"1883","CBH01",2002,11,14,"Y-115","M",614,2001
"1884","CBH01",2002,11,14,"Y-116","F",602,2001
"1885","CBH01",2002,11,14,"Y-117","F",570,2001
"1886","CBH01",2002,11,14,"Y-118","F",620,2001
"1887","CBH01",2002,11,14,"Y-119","M",702,2001
"1888","CBH01",2002,11,14,"Y-121","M",658,2001
"1889","CBH01",2002,11,14,"Y-122","F",348,2001
"1890","CBH01",2002,11,14,"Y-123","F",500,2001
"1891","CBH01",2002,11,14,"Y-124","M",610,2001
"1892","CBH01",2002,11,14,"Y-125","F",496,2001
"1893","CBH01",2002,11,14,"Y-127","M",558,2001
"1894","CBH01",2002,11,14,"Y-128","F",536,2001
"1895","CBH01",2002,11,14,"Y-130","M",736,2001
"1896","CBH01",2002,11,14,"Y-131","M",516,2001
"1897","CBH01",2002,11,14,"Y-132","F",662,2001
"1898","CBH01",2002,11,14,"Y-133","M",594,2001
"1899","CBH01",2002,11,14,"Y-134","M",532,2001
"1900","CBH01",2002,11,14,"Y-135","M",640,2001
"1901","CBH01",2002,11,14,"Y-136","F",574,2001
"1902","CBH01",2002,11,14,"Y-137","F",424,2001
"1903","CBH01",2002,11,14,"Y-138","M",774,2001
"1904","CBH01",2002,11,14,"Y-139","F",624,2001
"1905","CBH01",2002,11,14,"Y-140","M",608,2001
"1906","CBH01",2002,11,14,"Y-142","F",418,2001
"1907","CBH01",2002,11,14,"Y-143","F",556,2001
"1908","CBH01",2002,11,14,"Y-144","M",560,2001
"1909","CBH01",2002,11,14,"Y-145","F",536,2001
"1910","CBH01",2002,11,14,"Y-146","M",632,2001
"1911","CBH01",2002,11,14,"Y-147","M",544,2001
"1912","CBH01",2002,11,14,"Y-148","F",490,2001
"1913","CBH01",2002,11,14,"Y-150","M",432,2001
"1914","CBH01",2002,11,14,"Y-151","F",492,2001
"1915","CBH01",2002,11,14,"Y-153","M",654,2001
"1916","CBH01",2002,11,14,"Y-154","M",542,2001
"1917","CBH01",2002,11,14,"Y-155","M",546,2001
"1918","CBH01",2002,11,14,"Y-156","F",492,2001
"1919","CBH01",2002,11,14,"Y-157","M",428,2001
"1920","CBH01",2002,11,14,"Y-158","F",652,2001
"1921","CBH01",2002,11,14,"Y-159","M",528,2001
"1922","CBH01",2002,11,14,"Y-160","M",680,2001
"1923","CBH01",2002,11,14,"Y-161","F",620,2001
"1924","CBH01",2002,11,14,"Y-162","F",400,2001
"1925","CBH01",2002,11,14,"Y-163","F",546,2001
"1926","CBH01",2002,11,14,"Y-164","M",564,2001
"1927","CBH01",2002,11,14,"Y-165","F",608,2001
"1928","CBH01",2002,11,14,"Y-166","F",622,2001
"1929","CBH01",2002,11,14,"Y-167","F",466,2001
"1930","CBH01",2002,11,14,"Y-201","F",234,2002
"1931","CBH01",2002,11,14,"Y-202","M",426,2002
"1932","CBH01",2002,11,14,"Y-203","M",316,2002
"1933","CBH01",2002,11,14,"Y-204","M",296,2002
"1934","CBH01",2002,11,14,"Y-205","M",288,2002
"1935","CBH01",2002,11,14,"Y-206","F",288,2002
"1936","CBH01",2002,11,14,"Y-207","M",332,2002
"1937","CBH01",2002,11,14,"Y-208","F",248,2002
"1938","CBH01",2002,11,14,"Y-209","F",166,2002
"1939","CBH01",2002,11,14,"Y-210","F",148,2002
"1940","CBH01",2002,11,14,"Y-211","M",392,2002
"1941","CBH01",2002,11,14,"Y-212","M",346,2002
"1942","CBH01",2002,11,14,"Y-213","M",242,2002
"1943","CBH01",2002,11,14,"Y-214","F",356,2002
"1944","CBH01",2002,11,14,"Y-215","F",340,2002
"1945","CBH01",2002,11,14,"Y-216","F",278,2002
"1946","CBH01",2002,11,14,"Y-217","F",308,2002
"1947","CBH01",2002,11,14,"Y-218","M",336,2002
"1948","CBH01",2002,11,14,"Y-219","F",372,2002
"1949","CBH01",2002,11,14,"Y-220","F",304,2002
"1950","CBH01",2002,11,14,"Y-221","F",212,2002
"1951","CBH01",2002,11,14,"Y-222","M",266,2002
"1952","CBH01",2002,11,14,"Y-223","F",206,2002
"1953","CBH01",2002,11,14,"Y-224","M",356,2002
"1954","CBH01",2002,11,14,"Y-225","F",202,2002
"1955","CBH01",2002,11,14,"Y-226","M",332,2002
"1956","CBH01",2002,11,14,"Y-227","M",202,2002
"1957","CBH01",2002,11,14,"Y-228","F",360,2002
"1958","CBH01",2002,11,14,"Y-229","M",334,2002
"1959","CBH01",2002,11,14,"Y-230","M",296,2002
"1960","CBH01",2002,11,14,"Y-231","F",234,2002
"1961","CBH01",2002,11,14,"Y-232","M",398,2002
"1962","CBH01",2002,11,14,"Y-233","F",386,2002
"1963","CBH01",2002,11,14,"Y-234","M",330,2002
"1964","CBH01",2002,11,14,"Y-235","M",374,2002
"1965","CBH01",2002,11,14,"Y-236","M",280,2002
"1966","CBH01",2002,11,14,"Y-237","F",202,2002
"1967","CBH01",2002,11,14,"Y-238","F",328,2002
"1968","CBH01",2002,11,14,"Y-239","F",296,2002
"1969","CBH01",2002,11,14,"Y-240","M",336,2002
"1970","CBH01",2002,11,14,"Y-241","F",396,2002
"1971","CBH01",2002,11,14,"Y-242","F",278,2002
"1972","CBH01",2002,11,14,"Y-243","M",372,2002
"1973","CBH01",2002,11,14,"Y-244","M",386,2002
"1974","CBH01",2002,11,14,"Y-245","F",316,2002
"1975","CBH01",2002,11,14,"Y-246","F",338,2002
"1976","CBH01",2002,11,14,"Y-247","M",248,2002
"1977","CBH01",2002,11,14,"Y-248","F",344,2002
"1978","CBH01",2002,11,14,"Y-249","M",268,2002
"1979","CBH01",2002,11,14,"Y-250","M",362,2002
"1980","CBH01",2002,11,14,"Y-251","M",172,2002
"1981","CBH01",2002,11,14,"Y-252","M",322,2002
"1982","CBH01",2002,11,14,"Y-253","M",344,2002
"1983","CBH01",2002,11,14,"Y-254","F",312,2002
"1984","CBH01",2002,11,14,"Y-255","M",342,2002
"1985","CBH01",2002,11,14,"Y-256","F",184,2002
"1986","CBH01",2002,11,14,"Y-257","M",434,2002
"1987","CBH01",2002,11,14,"Y-258","F",326,2002
"1988","CBH01",2002,11,14,"Y-259","M",270,2002
"1989","CBH01",2002,11,14,"Y-260","M",372,2002
"1990","CBH01",2002,11,14,"Y-261","M",242,2002
"1991","CBH01",2002,11,14,"Y-262","M",442,2002
"1992","CBH01",2002,11,14,"Y-263","F",364,2002
"1993","CBH01",2002,11,14,"Y-264","F",274,2002
"1994","CBH01",2002,11,14,"Y-265","F",222,2002
"1995","CBH01",2002,11,14,"Y-266","M",316,2002
"1996","CBH01",2002,11,14,"Y-267","M",182,2002
"1997","CBH01",2002,11,14,"Y-268","M",324,2002
"1998","CBH01",2002,11,14,"Y-269","F",316,2002
"1999","CBH01",2002,11,14,"Y-270","F",366,2002
"2000","CBH01",2002,11,14,"Y-271","M",340,2002
"2001","CBH01",2002,11,14,"Y-272","F",250,2002
"2002","CBH01",2002,11,14,"Y-273","M",324,2002
"2003","CBH01",2002,11,14,"Y-274","F",348,2002
"2004","CBH01",2002,11,14,"Y-275","F",260,2002
"2005","CBH01",2002,11,14,"Y-276","F",212,2002
"2006","CBH01",2002,11,14,"Y-277","F",160,2002
"2007","CBH01",2002,11,14,"Y-278","M",358,2002
"2008","CBH01",2002,11,14,"Y-279","F",290,2002
"2009","CBH01",2002,11,14,"Y-280","M",358,2002
"2010","CBH01",2002,11,14,"Y-281","M",224,2002
"2011","CBH01",2002,11,14,"Y-282","F",278,2002
"2012","CBH01",2003,11,13,"A1","F",848,NA
"2013","CBH01",2003,11,13,"A11","F",986,NA
"2014","CBH01",2003,11,13,"A12","F",934,NA
"2015","CBH01",2003,11,13,"A13","F",938,NA
"2016","CBH01",2003,11,13,"A14","F",1020,NA
"2017","CBH01",2003,11,13,"A15","F",1054,NA
"2018","CBH01",2003,11,13,"A16","F",992,NA
"2019","CBH01",2003,11,13,"A17","F",936,NA
"2020","CBH01",2003,11,13,"A18","F",956,NA
"2021","CBH01",2003,11,13,"A19","F",888,NA
"2022","CBH01",2003,11,13,"A2","F",928,NA
"2023","CBH01",2003,11,13,"A20","F",934,NA
"2024","CBH01",2003,11,13,"A22","F",998,NA
"2025","CBH01",2003,11,13,"A24","F",982,NA
"2026","CBH01",2003,11,13,"A25","F",890,NA
"2027","CBH01",2003,11,13,"A26","F",926,NA
"2028","CBH01",2003,11,13,"A27","F",956,NA
"2029","CBH01",2003,11,13,"A3","F",828,NA
"2030","CBH01",2003,11,13,"A4","F",1078,NA
"2031","CBH01",2003,11,13,"A6","F",1026,NA
"2032","CBH01",2003,11,13,"A7","F",836,NA
"2033","CBH01",2003,11,13,"A8","F",914,NA
"2034","CBH01",2003,11,13,"A9","F",1080,NA
"2035","CBH01",2003,11,13,"B10","M",1328,NA
"2036","CBH01",2003,11,13,"B11","M",1280,NA
"2037","CBH01",2003,11,13,"B12","F",680,NA
"2038","CBH01",2003,11,13,"B15","F",856,NA
"2039","CBH01",2003,11,13,"B16","F",886,NA
"2040","CBH01",2003,11,13,"B19","M",1374,NA
"2041","CBH01",2003,11,13,"B2","F",760,NA
"2042","CBH01",2003,11,13,"B20","F",808,NA
"2043","CBH01",2003,11,13,"B7","F",906,NA
"2044","CBH01",2003,11,13,"B-301","F",966,1983
"2045","CBH01",2003,11,13,"B-402","F",974,1984
"2046","CBH01",2003,11,13,"B-403","F",982,1984
"2047","CBH01",2003,11,13,"B-504","F",960,1985
"2048","CBH01",2003,11,13,"B-601","F",994,1986
"2049","CBH01",2003,11,13,"B-703","F",940,1987
"2050","CBH01",2003,11,13,"B-704","F",1038,1987
"2051","CBH01",2003,11,13,"B-705","F",1124,1987
"2052","CBH01",2003,11,13,"B-707","F",912,1987
"2053","CBH01",2003,11,13,"B-801","F",988,1988
"2054","CBH01",2003,11,13,"B-802","F",942,1988
"2055","CBH01",2003,11,13,"B-803","F",982,1988
"2056","CBH01",2003,11,13,"B-804","F",968,1988
"2057","CBH01",2003,11,13,"B-805","F",1000,1988
"2058","CBH01",2003,11,13,"B-806","F",1042,1988
"2059","CBH01",2003,11,13,"B-901","F",952,1989
"2060","CBH01",2003,11,13,"B-907","F",1136,1989
"2061","CBH01",2003,11,13,"B-910","F",1048,1989
"2062","CBH01",2003,11,13,"W-003","F",916,1990
"2063","CBH01",2003,11,13,"W-004","F",922,1990
"2064","CBH01",2003,11,13,"W-005","F",970,1990
"2065","CBH01",2003,11,13,"W-006","F",924,1990
"2066","CBH01",2003,11,13,"W-008","F",910,1990
"2067","CBH01",2003,11,13,"W-101","F",998,1991
"2068","CBH01",2003,11,13,"W-103","F",966,1991
"2069","CBH01",2003,11,13,"W-104","F",1034,1991
"2070","CBH01",2003,11,13,"W-105","F",1000,1991
"2071","CBH01",2003,11,13,"W-106","F",1100,1991
"2072","CBH01",2003,11,13,"W-107","F",982,1991
"2073","CBH01",2003,11,13,"W-108","F",954,1991
"2074","CBH01",2003,11,13,"W-210","F",1124,1992
"2075","CBH01",2003,11,13,"W-305","F",1092,1993
"2076","CBH01",2003,11,13,"W-309","F",972,1993
"2077","CBH01",2003,11,13,"W-428","F",1062,1994
"2078","CBH01",2003,11,13,"W-430","F",950,1994
"2079","CBH01",2003,11,13,"W-432","F",1064,1994
"2080","CBH01",2003,11,13,"W-444","F",1010,1994
"2081","CBH01",2003,11,13,"W-514","F",1056,1995
"2082","CBH01",2003,11,13,"W-531","F",928,1995
"2083","CBH01",2003,11,13,"W-539","F",958,1995
"2084","CBH01",2003,11,13,"W-541","F",706,1995
"2085","CBH01",2003,11,13,"W-629","M",1336,1996
"2086","CBH01",2003,11,13,"W-630","F",1150,1996
"2087","CBH01",2003,11,13,"W-640","M",1588,1996
"2088","CBH01",2003,11,13,"W-645","F",982,1996
"2089","CBH01",2003,11,13,"W-651","F",1052,1996
"2090","CBH01",2003,11,13,"W-654","F",978,1996
"2091","CBH01",2003,11,13,"W-655","F",900,1996
"2092","CBH01",2003,11,13,"W-661","F",1032,1996
"2093","CBH01",2003,11,13,"W-702","F",926,1997
"2094","CBH01",2003,11,13,"W-712","M",1718,1997
"2095","CBH01",2003,11,13,"W-718","M",1396,1997
"2096","CBH01",2003,11,13,"W-720","F",966,1997
"2097","CBH01",2003,11,13,"W-732","M",1662,1997
"2098","CBH01",2003,11,13,"W-734","F",924,1997
"2099","CBH01",2003,11,13,"W-737","F",876,1997
"2100","CBH01",2003,11,13,"W-738","F",996,1997
"2101","CBH01",2003,11,13,"W-743","F",1006,1997
"2102","CBH01",2003,11,13,"W-753","F",1000,1997
"2103","CBH01",2003,11,13,"W-762","M",1654,1997
"2104","CBH01",2003,11,13,"W-763","F",952,1997
"2105","CBH01",2003,11,13,"W-764","F",956,1997
"2106","CBH01",2003,11,13,"W-765","F",890,1997
"2107","CBH01",2003,11,13,"W-767","M",1758,1997
"2108","CBH01",2003,11,13,"W-801","F",908,1998
"2109","CBH01",2003,11,13,"W-802","F",1060,1998
"2110","CBH01",2003,11,13,"W-804","F",908,1998
"2111","CBH01",2003,11,13,"W-819","F",918,1998
"2112","CBH01",2003,11,13,"W-831","F",812,1998
"2113","CBH01",2003,11,13,"W-834","F",738,1998
"2114","CBH01",2003,11,13,"W-837","F",902,1998
"2115","CBH01",2003,11,13,"W-838","F",980,1998
"2116","CBH01",2003,11,13,"W-840","F",924,1998
"2117","CBH01",2003,11,13,"W-855","M",1456,1998
"2118","CBH01",2003,11,13,"W-856","F",872,1998
"2119","CBH01",2003,11,13,"W-865","M",1318,1998
"2120","CBH01",2003,11,13,"W-867","F",886,1998
"2121","CBH01",2003,11,13,"W-868","F",946,1998
"2122","CBH01",2003,11,13,"W-869","F",850,1998
"2123","CBH01",2003,11,13,"W-870","F",850,1998
"2124","CBH01",2003,11,13,"W-871","F",956,1998
"2125","CBH01",2003,11,13,"W-872","F",884,1998
"2126","CBH01",2003,11,13,"W-918","F",856,1999
"2127","CBH01",2003,11,13,"W-927","M",1556,1999
"2128","CBH01",2003,11,13,"W-938","F",904,1999
"2129","CBH01",2003,11,13,"W-939","F",746,1999
"2130","CBH01",2003,11,13,"W-942","F",892,1999
"2131","CBH01",2003,11,13,"W-947","F",876,1999
"2132","CBH01",2003,11,13,"W-948","F",836,1999
"2133","CBH01",2003,11,13,"W-953","M",1276,1999
"2134","CBH01",2003,11,13,"W-959","F",788,1999
"2135","CBH01",2003,11,13,"W-962","F",856,1999
"2136","CBH01",2003,11,13,"W-963","F",768,1999
"2137","CBH01",2003,11,13,"W-964","F",920,1999
"2138","CBH01",2003,11,13,"W-966","F",932,1999
"2139","CBH01",2003,11,13,"W-967","M",1420,1999
"2140","CBH01",2003,11,13,"W-968","M",1348,1999
"2141","CBH01",2003,11,13,"W-969","M",1244,1999
"2142","CBH01",2003,11,13,"W-970","M",1384,1999
"2143","CBH01",2003,11,13,"W-971","M",1192,1999
"2144","CBH01",2003,11,13,"W-973","M",1268,1999
"2145","CBH01",2003,11,13,"W-974","M",1238,1999
"2146","CBH01",2003,11,13,"W-975","F",754,1999
"2147","CBH01",2003,11,13,"W-976","F",748,1999
"2148","CBH01",2003,11,13,"Y-001","F",768,2000
"2149","CBH01",2003,11,13,"Y-008","F",848,2000
"2150","CBH01",2003,11,13,"Y-020","M",1130,2000
"2151","CBH01",2003,11,13,"Y-023","F",736,2000
"2152","CBH01",2003,11,13,"Y-026","F",822,2000
"2153","CBH01",2003,11,13,"Y-027","F",888,2000
"2154","CBH01",2003,11,13,"Y-034","F",774,2000
"2155","CBH01",2003,11,13,"Y-036","F",922,2000
"2156","CBH01",2003,11,13,"Y-041","F",916,2000
"2157","CBH01",2003,11,13,"Y-044","F",826,2000
"2158","CBH01",2003,11,13,"Y-045","F",818,2000
"2159","CBH01",2003,11,13,"Y-048","F",824,2000
"2160","CBH01",2003,11,13,"Y-049","M",1170,2000
"2161","CBH01",2003,11,13,"Y-053","F",904,2000
"2162","CBH01",2003,11,13,"Y-061","F",838,2000
"2163","CBH01",2003,11,13,"Y-063","M",1168,2000
"2164","CBH01",2003,11,13,"Y-065","M",1114,2000
"2165","CBH01",2003,11,13,"Y-066","F",850,2000
"2166","CBH01",2003,11,13,"Y-068","M",1074,2000
"2167","CBH01",2003,11,13,"Y-071","F",862,2000
"2168","CBH01",2003,11,13,"Y-072","F",818,2000
"2169","CBH01",2003,11,13,"Y-074","F",726,2000
"2170","CBH01",2003,11,13,"Y-075","F",954,2000
"2171","CBH01",2003,11,13,"Y-101","F",560,2001
"2172","CBH01",2003,11,13,"Y-103","F",854,2001
"2173","CBH01",2003,11,13,"Y-104","M",862,2001
"2174","CBH01",2003,11,13,"Y-105","M",954,2001
"2175","CBH01",2003,11,13,"Y-109","M",654,2001
"2176","CBH01",2003,11,13,"Y-110","F",572,2001
"2177","CBH01",2003,11,13,"Y-111","M",840,2001
"2178","CBH01",2003,11,13,"Y-112","M",596,2001
"2179","CBH01",2003,11,13,"Y-116","F",786,2001
"2180","CBH01",2003,11,13,"Y-117","F",728,2001
"2181","CBH01",2003,11,13,"Y-118","F",808,2001
"2182","CBH01",2003,11,13,"Y-119","M",946,2001
"2183","CBH01",2003,11,13,"Y-121","M",842,2001
"2184","CBH01",2003,11,13,"Y-127","M",810,2001
"2185","CBH01",2003,11,13,"Y-128","F",686,2001
"2186","CBH01",2003,11,13,"Y-130","M",958,2001
"2187","CBH01",2003,11,13,"Y-131","M",750,2001
"2188","CBH01",2003,11,13,"Y-132","F",872,2001
"2189","CBH01",2003,11,13,"Y-133","M",796,2001
"2190","CBH01",2003,11,13,"Y-134","M",674,2001
"2191","CBH01",2003,11,13,"Y-135","M",878,2001
"2192","CBH01",2003,11,13,"Y-138","M",988,2001
"2193","CBH01",2003,11,13,"Y-139","F",844,2001
"2194","CBH01",2003,11,13,"Y-143","F",740,2001
"2195","CBH01",2003,11,13,"Y-144","M",744,2001
"2196","CBH01",2003,11,13,"Y-147","M",710,2001
"2197","CBH01",2003,11,13,"Y-149","F",630,2001
"2198","CBH01",2003,11,13,"Y-151","F",652,2001
"2199","CBH01",2003,11,13,"Y-153","M",878,2001
"2200","CBH01",2003,11,13,"Y-154","M",542,2001
"2201","CBH01",2003,11,13,"Y-155","M",760,2001
"2202","CBH01",2003,11,13,"Y-156","F",708,2001
"2203","CBH01",2003,11,13,"Y-157","M",610,2001
"2204","CBH01",2003,11,13,"Y-158","F",640,2001
"2205","CBH01",2003,11,13,"Y-159","M",688,2001
"2206","CBH01",2003,11,13,"Y-160","M",940,2001
"2207","CBH01",2003,11,13,"Y-161","F",740,2001
"2208","CBH01",2003,11,13,"Y-162","F",418,2001
"2209","CBH01",2003,11,13,"Y-163","F",654,2001
"2210","CBH01",2003,11,13,"Y-164","M",570,2001
"2211","CBH01",2003,11,13,"Y-166","F",710,2001
"2212","CBH01",2003,11,13,"Y-168","M",1000,2001
"2213","CBH01",2003,11,13,"Y-169","M",994,2001
"2214","CBH01",2003,11,13,"Y-201","F",492,2002
"2215","CBH01",2003,11,13,"Y-202","M",720,2002
"2216","CBH01",2003,11,13,"Y-203","M",552,2002
"2217","CBH01",2003,11,13,"Y-204","M",430,2002
"2218","CBH01",2003,11,13,"Y-206","F",520,2002
"2219","CBH01",2003,11,13,"Y-207","M",580,2002
"2220","CBH01",2003,11,13,"Y-208","F",408,2002
"2221","CBH01",2003,11,13,"Y-209","F",358,2002
"2222","CBH01",2003,11,13,"Y-210","F",388,2002
"2223","CBH01",2003,11,13,"Y-211","M",552,2002
"2224","CBH01",2003,11,13,"Y-212","M",476,2002
"2225","CBH01",2003,11,13,"Y-213","M",440,2002
"2226","CBH01",2003,11,13,"Y-214","F",620,2002
"2227","CBH01",2003,11,13,"Y-215","F",528,2002
"2228","CBH01",2003,11,13,"Y-216","F",390,2002
"2229","CBH01",2003,11,13,"Y-217","F",540,2002
"2230","CBH01",2003,11,13,"Y-218","M",572,2002
"2231","CBH01",2003,11,13,"Y-219","F",438,2002
"2232","CBH01",2003,11,13,"Y-220","F",494,2002
"2233","CBH01",2003,11,13,"Y-222","M",570,2002
"2234","CBH01",2003,11,13,"Y-225","F",340,2002
"2235","CBH01",2003,11,13,"Y-226","M",598,2002
"2236","CBH01",2003,11,13,"Y-227","M",392,2002
"2237","CBH01",2003,11,13,"Y-229","M",522,2002
"2238","CBH01",2003,11,13,"Y-230","M",546,2002
"2239","CBH01",2003,11,13,"Y-231","F",446,2002
"2240","CBH01",2003,11,13,"Y-232","M",560,2002
"2241","CBH01",2003,11,13,"Y-233","F",554,2002
"2242","CBH01",2003,11,13,"Y-234","M",524,2002
"2243","CBH01",2003,11,13,"Y-235","M",634,2002
"2244","CBH01",2003,11,13,"Y-236","M",470,2002
"2245","CBH01",2003,11,13,"Y-237","F",400,2002
"2246","CBH01",2003,11,13,"Y-238","F",524,2002
"2247","CBH01",2003,11,13,"Y-239","F",502,2002
"2248","CBH01",2003,11,13,"Y-240","M",560,2002
"2249","CBH01",2003,11,13,"Y-241","F",610,2002
"2250","CBH01",2003,11,13,"Y-242","F",450,2002
"2251","CBH01",2003,11,13,"Y-243","M",658,2002
"2252","CBH01",2003,11,13,"Y-244","M",658,2002
"2253","CBH01",2003,11,13,"Y-245","F",502,2002
