"","year","sitecode","section","reach","pass","unitnum","unittype","vert_index","pitnumber","species","length_1_mm","length_2_mm","weight_g","clip","sampledate","notes"
"5143",1995,"MACKOG-L","OG","L",2,4,"SC",1,NA,"Coastal giant salamander",31,55,1.2,"NONE",1995-08-29,NA
"5144",1995,"MACKOG-L","OG","L",2,4,"SC",2,NA,"Coastal giant salamander",50,100,NA,"NONE",1995-08-29,NA
"5145",1995,"MACKOG-L","OG","L",2,5,"IP",1,NA,"Cutthroat trout",45,NA,1.1,"NONE",1995-08-29,NA
"5146",1995,"MACKOG-L","OG","L",2,5,"IP",2,NA,"Cutthroat trout",41,NA,0.3,"NONE",1995-08-29,NA
"5147",1995,"MACKOG-L","OG","L",2,5,"IP",3,NA,"Coastal giant salamander",34,64,1.5,"NONE",1995-08-29,NA
"5148",1995,"MACKOG-L","OG","L",2,5,"IP",4,NA,"Coastal giant salamander",24,37,1.6,"NONE",1995-08-29,NA
"5149",1995,"MACKOG-L","OG","L",2,6,"C",1,NA,"Cutthroat trout",107,NA,NA,"LV",1995-08-29,NA
"5150",1995,"MACKOG-L","OG","L",2,6,"C",2,NA,"Cutthroat trout",39,NA,0.6,"NONE",1995-08-29,NA
"5151",1995,"MACKOG-L","OG","L",2,6,"C",3,NA,"Coastal giant salamander",68,122,NA,"NONE",1995-08-29,NA
"5152",1995,"MACKOG-L","OG","L",2,6,"C",4,NA,"Coastal giant salamander",48,95,NA,"NONE",1995-08-29,NA
"5153",1995,"MACKOG-L","OG","L",2,6,"C",5,NA,"Coastal giant salamander",52,84,NA,"NONE",1995-08-29,NA
"5154",1995,"MACKOG-L","OG","L",2,6,"C",6,NA,"Coastal giant salamander",95,152,NA,"NONE",1995-08-29,NA
"5155",1995,"MACKOG-L","OG","L",2,6,"C",7,NA,"Coastal giant salamander",36,72,NA,"NONE",1995-08-29,NA
"5156",1995,"MACKOG-M","OG","M",1,7,"P",1,NA,"Cutthroat trout",104,NA,10.1,"LV",1995-08-29,NA
"5157",1995,"MACKOG-M","OG","M",1,7,"P",2,NA,"Cutthroat trout",84,NA,5.8,"NONE",1995-08-29,NA
"5158",1995,"MACKOG-M","OG","M",1,7,"P",3,NA,"Cutthroat trout",97,NA,10.4,"NONE",1995-08-29,NA
"5159",1995,"MACKOG-M","OG","M",1,7,"P",4,NA,"Cutthroat trout",80,NA,5.3,"NONE",1995-08-29,NA
"5160",1995,"MACKOG-M","OG","M",1,7,"P",5,NA,"Coastal giant salamander",155,270,131.5,"NONE",1995-08-29,"ADULT"
"5161",1995,"MACKOG-M","OG","M",1,9,"C",1,NA,"Cutthroat trout",48,NA,1.3,"NONE",1995-08-29,NA
"5162",1995,"MACKOG-M","OG","M",1,9,"C",2,NA,"Cutthroat trout",110,NA,NA,"LV",1995-08-29,NA
"5163",1995,"MACKOG-M","OG","M",1,9,"C",3,NA,"Cutthroat trout",76,NA,NA,"LV",1995-08-29,NA
"5164",1995,"MACKOG-M","OG","M",1,9,"C",4,NA,"Cutthroat trout",91,NA,NA,"NONE",1995-08-29,NA
"5165",1995,"MACKOG-M","OG","M",1,9,"C",5,NA,"Cutthroat trout",84,NA,NA,"LV",1995-08-29,NA
"5166",1995,"MACKOG-M","OG","M",1,9,"C",6,NA,"Cutthroat trout",98,NA,NA,"NONE",1995-08-29,NA
"5167",1995,"MACKOG-M","OG","M",1,9,"C",7,NA,"Cutthroat trout",111,NA,NA,"NONE",1995-08-29,NA
"5168",1995,"MACKOG-M","OG","M",1,9,"C",8,NA,"Cutthroat trout",110,NA,NA,"LV",1995-08-29,NA
"5169",1995,"MACKOG-M","OG","M",1,9,"C",9,NA,"Cutthroat trout",137,NA,NA,"LV",1995-08-29,NA
"5170",1995,"MACKOG-M","OG","M",1,9,"C",10,NA,"Cutthroat trout",70,NA,4.3,"LV",1995-08-29,NA
"5171",1995,"MACKOG-M","OG","M",1,9,"C",11,NA,"Coastal giant salamander",64,116,8.1,"NONE",1995-08-29,NA
"5172",1995,"MACKOG-M","OG","M",1,9,"C",12,NA,"Coastal giant salamander",43,85,3.6,"NONE",1995-08-29,NA
"5173",1995,"MACKOG-M","OG","M",1,9,"C",13,NA,"Coastal giant salamander",61,110,8.6,"NONE",1995-08-29,NA
"5174",1995,"MACKOG-M","OG","M",1,10,"S",1,NA,NA,NA,NA,NA,"NONE",1995-08-29,"JAM"
"5175",1995,"MACKOG-M","OG","M",1,11,"R",1,NA,"Cutthroat trout",45,NA,1.1,"NONE",1995-08-29,NA
"5176",1995,"MACKOG-M","OG","M",1,11,"R",2,NA,"Cutthroat trout",63,NA,1.7,"NONE",1995-08-29,NA
"5177",1995,"MACKOG-M","OG","M",1,11,"R",3,NA,"Cutthroat trout",49,NA,1.2,"NONE",1995-08-29,NA
"5178",1995,"MACKOG-M","OG","M",1,11,"R",4,NA,"Cutthroat trout",49,NA,1.4,"NONE",1995-08-29,NA
"5179",1995,"MACKOG-M","OG","M",1,11,"R",5,NA,"Cutthroat trout",100,NA,11.5,"LV",1995-08-29,NA
"5180",1995,"MACKOG-M","OG","M",1,11,"R",6,NA,"Cutthroat trout",92,NA,7.2,"NONE",1995-08-29,NA
"5181",1995,"MACKOG-M","OG","M",1,11,"R",7,NA,"Cutthroat trout",115,NA,15.1,"LV",1995-08-29,NA
"5182",1995,"MACKOG-M","OG","M",1,11,"R",8,NA,"Cutthroat trout",41,NA,0.7,"NONE",1995-08-29,NA
"5183",1995,"MACKOG-M","OG","M",1,11,"R",9,NA,"Cutthroat trout",124,NA,19,"LV",1995-08-29,NA
"5184",1995,"MACKOG-M","OG","M",1,11,"R",10,NA,"Cutthroat trout",94,NA,9.1,"LV",1995-08-29,"BB"
"5185",1995,"MACKOG-M","OG","M",1,11,"R",11,NA,"Coastal giant salamander",64,112,11.4,"NONE",1995-08-29,NA
"5186",1995,"MACKOG-M","OG","M",1,11,"R",12,NA,"Coastal giant salamander",64,115,10.9,"NONE",1995-08-29,NA
"5187",1995,"MACKOG-M","OG","M",1,11,"R",13,NA,"Coastal giant salamander",51,96,5.3,"NONE",1995-08-29,NA
"5188",1995,"MACKOG-M","OG","M",1,11,"R",14,NA,"Coastal giant salamander",48,90,4.6,"NONE",1995-08-29,NA
"5189",1995,"MACKOG-M","OG","M",1,12,"IP",1,NA,"Coastal giant salamander",54,96,5.6,"NONE",1995-08-29,NA
"5190",1995,"MACKOG-M","OG","M",1,12,"IP",2,NA,"Coastal giant salamander",42,76,2.3,"NONE",1995-08-29,NA
"5191",1995,"MACKOG-M","OG","M",1,13,"C",1,NA,"Cutthroat trout",46,NA,1.2,"NONE",1995-08-29,NA
"5192",1995,"MACKOG-M","OG","M",1,13,"C",2,NA,"Cutthroat trout",57,NA,3.2,"NONE",1995-08-29,"BB"
"5193",1995,"MACKOG-M","OG","M",1,13,"C",3,NA,"Cutthroat trout",121,NA,18.2,"NONE",1995-08-29,NA
"5194",1995,"MACKOG-M","OG","M",1,13,"C",4,NA,"Cutthroat trout",109,NA,15.8,"LV",1995-08-29,"BB"
"5195",1995,"MACKOG-M","OG","M",1,13,"C",5,NA,"Cutthroat trout",119,NA,21.8,"LV",1995-08-29,"BB"
"5196",1995,"MACKOG-M","OG","M",1,13,"C",6,NA,"Cutthroat trout",129,NA,22.1,"LV",1995-08-29,NA
"5197",1995,"MACKOG-M","OG","M",1,13,"C",7,NA,"Cutthroat trout",44,NA,0.9,"NONE",1995-08-29,NA
"5198",1995,"MACKOG-M","OG","M",1,13,"C",8,NA,"Cutthroat trout",160,NA,45.7,"LV",1995-08-29,NA
"5199",1995,"MACKOG-M","OG","M",1,13,"C",9,NA,"Coastal giant salamander",50,116,7.9,"NONE",1995-08-29,NA
"5200",1995,"MACKOG-M","OG","M",1,13,"C",10,NA,"Coastal giant salamander",64,126,9.9,"NONE",1995-08-29,NA
"5201",1995,"MACKOG-M","OG","M",1,13,"C",11,NA,"Coastal giant salamander",110,207,48,"NONE",1995-08-29,NA
"5202",1995,"MACKOG-M","OG","M",1,13,"C",12,NA,"Coastal giant salamander",100,158,30.2,"NONE",1995-08-29,NA
"5203",1995,"MACKOG-M","OG","M",1,13,"C",13,NA,"Coastal giant salamander",106,190,42.6,"NONE",1995-08-29,NA
"5204",1995,"MACKOG-M","OG","M",2,7,"P",1,NA,"Cutthroat trout",42,NA,0.8,"NONE",1995-08-29,NA
"5205",1995,"MACKOG-M","OG","M",2,7,"P",2,NA,"Cutthroat trout",116,NA,NA,"NONE",1995-08-29,NA
"5206",1995,"MACKOG-M","OG","M",2,7,"P",3,NA,"Cutthroat trout",174,NA,58.9,"RV",1995-08-29,"NO ADDITIONAL CLIP"
"5207",1995,"MACKOG-M","OG","M",2,7,"P",4,NA,"Coastal giant salamander",65,124,NA,"NONE",1995-08-29,NA
"5208",1995,"MACKOG-M","OG","M",2,7,"P",5,NA,"Coastal giant salamander",54,99,NA,"NONE",1995-08-29,NA
"5209",1995,"MACKOG-M","OG","M",2,7,"P",6,NA,"Coastal giant salamander",43,71,NA,"NONE",1995-08-29,NA
"5210",1995,"MACKOG-M","OG","M",2,7,"P",7,NA,"Coastal giant salamander",64,111,NA,"NONE",1995-08-29,NA
"5211",1995,"MACKOG-M","OG","M",2,9,"C",1,NA,"Cutthroat trout",89,NA,NA,"LV",1995-08-29,NA
"5212",1995,"MACKOG-M","OG","M",2,9,"C",2,NA,"Cutthroat trout",83,NA,NA,"NONE",1995-08-29,NA
"5213",1995,"MACKOG-M","OG","M",2,9,"C",3,NA,"Cutthroat trout",109,NA,NA,"NONE",1995-08-29,NA
"5214",1995,"MACKOG-M","OG","M",2,9,"C",4,NA,"Cutthroat trout",104,NA,NA,"LV",1995-08-29,NA
"5215",1995,"MACKOG-M","OG","M",2,9,"C",5,NA,"Cutthroat trout",128,NA,NA,"LV",1995-08-29,NA
"5216",1995,"MACKOG-M","OG","M",2,9,"C",6,NA,"Coastal giant salamander",82,133,NA,"NONE",1995-08-29,NA
"5217",1995,"MACKOG-M","OG","M",2,9,"C",7,NA,"Coastal giant salamander",50,114,NA,"NONE",1995-08-29,NA
"5218",1995,"MACKOG-M","OG","M",2,9,"C",8,NA,"Coastal giant salamander",44,89,NA,"NONE",1995-08-29,NA
"5219",1995,"MACKOG-M","OG","M",2,11,"R",1,NA,"Cutthroat trout",38,NA,NA,"NONE",1995-08-29,"NO CLIP"
"5220",1995,"MACKOG-M","OG","M",2,11,"R",2,NA,"Cutthroat trout",81,NA,NA,"NONE",1995-08-29,NA
"5221",1995,"MACKOG-M","OG","M",2,13,"C",1,NA,"Cutthroat trout",48,NA,NA,"NONE",1995-08-29,NA
"5222",1995,"MACKOG-M","OG","M",2,13,"C",2,NA,"Cutthroat trout",152,NA,NA,"LV",1995-08-29,NA
"5223",1995,"MACKOG-M","OG","M",2,13,"C",3,NA,"Cutthroat trout",132,NA,NA,"LV",1995-08-29,NA
"5224",1995,"MACKOG-M","OG","M",2,13,"C",4,NA,"Coastal giant salamander",44,82,NA,"NONE",1995-08-29,NA
"5225",1995,"MACKOG-M","OG","M",2,13,"C",5,NA,"Coastal giant salamander",46,91,NA,"NONE",1995-08-29,NA
"5226",1995,"MACKOG-M","OG","M",2,13,"C",6,NA,"Coastal giant salamander",63,111,NA,"NONE",1995-08-29,NA
"5227",1995,"MACKOG-U","OG","U",1,13,"C",1,NA,"Cutthroat trout",36,NA,0.4,"NONE",1995-08-29,NA
"5228",1995,"MACKOG-U","OG","U",1,13,"C",2,NA,"Cutthroat trout",54,NA,1.9,"NONE",1995-08-29,NA
"5229",1995,"MACKOG-U","OG","U",1,13,"C",3,NA,"Cutthroat trout",95,NA,11,"LV",1995-08-29,"BB"
"5230",1995,"MACKOG-U","OG","U",1,13,"C",4,NA,"Cutthroat trout",81,NA,5.2,"NONE",1995-08-29,NA
"5231",1995,"MACKOG-U","OG","U",1,13,"C",5,NA,"Cutthroat trout",136,NA,24.7,"LV",1995-08-29,NA
"5232",1995,"MACKOG-U","OG","U",1,13,"C",6,NA,"Cutthroat trout",103,NA,12.2,"LV",1995-08-29,NA
"5233",1995,"MACKOG-U","OG","U",1,13,"C",7,NA,"Cutthroat trout",90,NA,7.2,"NONE",1995-08-29,NA
"5234",1995,"MACKOG-U","OG","U",1,13,"C",8,NA,"Cutthroat trout",86,NA,8.3,"NONE",1995-08-29,NA
"5235",1995,"MACKOG-U","OG","U",1,13,"C",9,NA,"Cutthroat trout",124,NA,18.8,"NONE",1995-08-29,NA
"5236",1995,"MACKOG-U","OG","U",1,13,"C",10,NA,"Cutthroat trout",113,NA,16.4,"LV",1995-08-29,NA
"5237",1995,"MACKOG-U","OG","U",1,13,"C",11,NA,"Cutthroat trout",145,NA,29.4,"RV",1995-08-29,"NO ADDITIONAL CLIP"
"5238",1995,"MACKOG-U","OG","U",1,13,"C",12,NA,"Cutthroat trout",116,NA,19.9,"LV",1995-08-29,NA
"5239",1995,"MACKOG-U","OG","U",1,13,"C",13,NA,"Cutthroat trout",86,NA,6.3,"LV",1995-08-29,NA
"5240",1995,"MACKOG-U","OG","U",1,13,"C",14,NA,"Cutthroat trout",111,NA,13.9,"LV",1995-08-29,NA
"5241",1995,"MACKOG-U","OG","U",1,13,"C",15,NA,"Cutthroat trout",47,NA,1.2,"NONE",1995-08-29,NA
"5242",1995,"MACKOG-U","OG","U",1,13,"C",16,NA,"Cutthroat trout",47,NA,1.1,"NONE",1995-08-29,NA
"5243",1995,"MACKOG-U","OG","U",1,13,"C",17,NA,"Cutthroat trout",48,NA,1.1,"NONE",1995-08-29,NA
"5244",1995,"MACKOG-U","OG","U",1,13,"C",18,NA,"Cutthroat trout",49,NA,1.3,"NONE",1995-08-29,NA
"5245",1995,"MACKOG-U","OG","U",1,13,"C",19,NA,"Cutthroat trout",72,NA,4.7,"NONE",1995-08-29,NA
"5246",1995,"MACKOG-U","OG","U",1,13,"C",20,NA,"Cutthroat trout",118,NA,17.9,"LV",1995-08-29,NA
"5247",1995,"MACKOG-U","OG","U",1,13,"C",21,NA,"Cutthroat trout",114,NA,17.8,"LV",1995-08-29,"BB"
"5248",1995,"MACKOG-U","OG","U",1,13,"C",22,NA,"Cutthroat trout",120,NA,18.3,"LV",1995-08-29,NA
"5249",1995,"MACKOG-U","OG","U",1,13,"C",23,NA,"Cutthroat trout",90,NA,7.7,"NONE",1995-08-29,NA
"5250",1995,"MACKOG-U","OG","U",1,13,"C",24,NA,"Cutthroat trout",129,NA,23.9,"LV",1995-08-29,NA
"5251",1995,"MACKOG-U","OG","U",1,13,"C",25,NA,"Cutthroat trout",46,NA,0.9,"NONE",1995-08-29,NA
"5252",1995,"MACKOG-U","OG","U",1,13,"C",26,NA,"Coastal giant salamander",39,69,1.8,"NONE",1995-08-29,NA
"5253",1995,"MACKOG-U","OG","U",1,13,"C",27,NA,"Coastal giant salamander",71,135,15.3,"NONE",1995-08-29,NA
"5254",1995,"MACKOG-U","OG","U",1,13,"C",28,NA,"Coastal giant salamander",52,97,3.2,"NONE",1995-08-29,NA
"5255",1995,"MACKOG-U","OG","U",1,13,"C",29,NA,"Coastal giant salamander",64,120,11.4,"NONE",1995-08-29,NA
"5256",1995,"MACKOG-U","OG","U",1,13,"C",30,NA,"Coastal giant salamander",64,121,9.5,"NONE",1995-08-29,NA
"5257",1995,"MACKOG-U","OG","U",1,13,"C",31,NA,"Coastal giant salamander",57,105,6.7,"NONE",1995-08-29,NA
"5258",1995,"MACKOG-U","OG","U",1,13,"C",32,NA,"Coastal giant salamander",48,90,4,"NONE",1995-08-29,NA
"5259",1995,"MACKOG-U","OG","U",1,13,"C",33,NA,"Coastal giant salamander",64,117,10.3,"NONE",1995-08-29,NA
"5260",1995,"MACKOG-U","OG","U",1,13,"C",34,NA,"Coastal giant salamander",36,61,1.9,"NONE",1995-08-29,NA
"5261",1995,"MACKOG-U","OG","U",1,13,"C",35,NA,"Coastal giant salamander",27,50,0.7,"NONE",1995-08-29,NA
"5262",1995,"MACKOG-U","OG","U",1,13,"C",36,NA,"Coastal giant salamander",37,64,1.6,"NONE",1995-08-29,NA
"5263",1995,"MACKOG-U","OG","U",1,13,"C",37,NA,"Coastal giant salamander",31,58,1.3,"NONE",1995-08-29,NA
"5264",1995,"MACKOG-U","OG","U",1,14,"SC",1,NA,"Cutthroat trout",84,NA,NA,"LV",1995-08-29,NA
"5265",1995,"MACKOG-U","OG","U",1,15,"IP",1,NA,"Cutthroat trout",35,NA,NA,"NONE",1995-08-29,"NOT CLIPPED"
"5266",1995,"MACKOG-U","OG","U",1,15,"IP",2,NA,"Cutthroat trout",47,NA,NA,"NONE",1995-08-29,NA
"5267",1995,"MACKOG-U","OG","U",1,15,"IP",3,NA,"Coastal giant salamander",39,81,NA,"NONE",1995-08-29,NA
"5268",1995,"MACKOG-U","OG","U",1,16,"R",1,NA,"Cutthroat trout",85,NA,6,"NONE",1995-08-29,NA
"5269",1995,"MACKOG-U","OG","U",1,16,"R",2,NA,"Cutthroat trout",44,NA,0.8,"NONE",1995-08-29,NA
"5270",1995,"MACKOG-U","OG","U",1,16,"R",3,NA,"Cutthroat trout",54,NA,1.6,"NONE",1995-08-29,NA
"5271",1995,"MACKOG-U","OG","U",1,16,"R",4,NA,"Cutthroat trout",44,NA,0.9,"NONE",1995-08-29,NA
"5272",1995,"MACKOG-U","OG","U",1,16,"R",5,NA,"Cutthroat trout",41,NA,0.7,"NONE",1995-08-29,NA
"5273",1995,"MACKOG-U","OG","U",1,16,"R",6,NA,"Cutthroat trout",115,NA,15.7,"LV",1995-08-29,NA
"5274",1995,"MACKOG-U","OG","U",1,16,"R",7,NA,"Cutthroat trout",87,NA,7.4,"NONE",1995-08-29,NA
"5275",1995,"MACKOG-U","OG","U",1,16,"R",8,NA,"Cutthroat trout",106,NA,11.9,"LV",1995-08-29,NA
"5276",1995,"MACKOG-U","OG","U",1,16,"R",9,NA,"Cutthroat trout",75,NA,4.6,"NONE",1995-08-29,NA
"5277",1995,"MACKOG-U","OG","U",1,16,"R",10,NA,"Cutthroat trout",42,NA,0.8,"NONE",1995-08-29,NA
"5278",1995,"MACKOG-U","OG","U",1,16,"R",11,NA,"Cutthroat trout",48,NA,1.1,"NONE",1995-08-29,NA
"5279",1995,"MACKOG-U","OG","U",1,16,"R",12,NA,"Cutthroat trout",93,NA,8.1,"LV",1995-08-29,NA
"5280",1995,"MACKOG-U","OG","U",1,16,"R",13,NA,"Cutthroat trout",88,NA,7.6,"NONE",1995-08-29,NA
"5281",1995,"MACKOG-U","OG","U",1,16,"R",14,NA,"Cutthroat trout",146,NA,30.9,"LV",1995-08-29,NA
"5282",1995,"MACKOG-U","OG","U",1,16,"R",15,NA,"Cutthroat trout",133,NA,25.4,"LV",1995-08-29,NA
"5283",1995,"MACKOG-U","OG","U",1,16,"R",16,NA,"Cutthroat trout",136,NA,25.8,"LV",1995-08-29,NA
"5284",1995,"MACKOG-U","OG","U",1,16,"R",17,NA,"Cutthroat trout",112,NA,13.5,"LV",1995-08-29,NA
"5285",1995,"MACKOG-U","OG","U",1,16,"R",18,NA,"Coastal giant salamander",66,119,10.1,"NONE",1995-08-29,NA
"5286",1995,"MACKOG-U","OG","U",1,16,"R",19,NA,"Coastal giant salamander",58,114,8.4,"NONE",1995-08-29,NA
"5287",1995,"MACKOG-U","OG","U",1,16,"R",20,NA,"Coastal giant salamander",63,95,9.9,"NONE",1995-08-29,NA
"5288",1995,"MACKOG-U","OG","U",1,16,"R",21,NA,"Coastal giant salamander",59,103,6.7,"NONE",1995-08-29,NA
"5289",1995,"MACKOG-U","OG","U",1,16,"R",22,NA,"Coastal giant salamander",29,55,1,"NONE",1995-08-29,NA
"5290",1995,"MACKOG-U","OG","U",1,16,"R",23,NA,"Coastal giant salamander",111,195,42.4,"NONE",1995-08-29,NA
"5291",1995,"MACKOG-U","OG","U",1,17,"C",1,NA,"Cutthroat trout",42,NA,0.9,"NONE",1995-08-29,NA
"5292",1995,"MACKOG-U","OG","U",1,17,"C",2,NA,"Cutthroat trout",44,NA,0.9,"NONE",1995-08-29,NA
"5293",1995,"MACKOG-U","OG","U",1,17,"C",3,NA,"Cutthroat trout",93,NA,8.6,"LV",1995-08-29,NA
"5294",1995,"MACKOG-U","OG","U",1,17,"C",4,NA,"Cutthroat trout",35,NA,0.6,"NONE",1995-08-29,NA
"5295",1995,"MACKOG-U","OG","U",1,17,"C",5,NA,"Cutthroat trout",40,NA,0.6,"NONE",1995-08-29,NA
"5296",1995,"MACKOG-U","OG","U",1,17,"C",6,NA,"Cutthroat trout",149,NA,37.4,"NONE",1995-08-29,NA
"5297",1995,"MACKOG-U","OG","U",1,17,"C",7,NA,"Cutthroat trout",89,NA,8,"NONE",1995-08-29,NA
"5298",1995,"MACKOG-U","OG","U",1,17,"C",8,NA,"Cutthroat trout",150,NA,36.7,"LV",1995-08-29,NA
"5299",1995,"MACKOG-U","OG","U",1,17,"C",9,NA,"Cutthroat trout",91,NA,8.4,"NONE",1995-08-29,NA
"5300",1995,"MACKOG-U","OG","U",1,17,"C",10,NA,"Cutthroat trout",121,NA,19.2,"LV",1995-08-29,NA
"5301",1995,"MACKOG-U","OG","U",1,17,"C",11,NA,"Cutthroat trout",82,NA,7.1,"LV",1995-08-29,NA
"5302",1995,"MACKOG-U","OG","U",1,17,"C",12,NA,"Cutthroat trout",50,NA,1.3,"NONE",1995-08-29,NA
"5303",1995,"MACKOG-U","OG","U",1,17,"C",13,NA,"Cutthroat trout",46,NA,1.1,"NONE",1995-08-29,NA
"5304",1995,"MACKOG-U","OG","U",1,17,"C",14,NA,"Cutthroat trout",97,NA,NA,"NONE",1995-08-29,NA
"5305",1995,"MACKOG-U","OG","U",1,17,"C",15,NA,"Cutthroat trout",41,NA,NA,"NONE",1995-08-29,NA
"5306",1995,"MACKOG-U","OG","U",1,17,"C",16,NA,"Cutthroat trout",43,NA,NA,"NONE",1995-08-29,NA
"5307",1995,"MACKOG-U","OG","U",1,17,"C",17,NA,"Cutthroat trout",100,NA,NA,"LV",1995-08-29,NA
"5308",1995,"MACKOG-U","OG","U",1,17,"C",18,NA,"Cutthroat trout",92,NA,NA,"NONE",1995-08-29,NA
"5309",1995,"MACKOG-U","OG","U",1,17,"C",19,NA,"Cutthroat trout",85,NA,NA,"NONE",1995-08-29,NA
"5310",1995,"MACKOG-U","OG","U",1,17,"C",20,NA,"Cutthroat trout",117,NA,NA,"LV",1995-08-29,NA
"5311",1995,"MACKOG-U","OG","U",1,17,"C",21,NA,"Cutthroat trout",41,NA,NA,"NONE",1995-08-29,NA
"5312",1995,"MACKOG-U","OG","U",1,17,"C",22,NA,"Coastal giant salamander",64,126,NA,"NONE",1995-08-29,NA
"5313",1995,"MACKOG-U","OG","U",1,17,"C",23,NA,"Coastal giant salamander",109,162,NA,"NONE",1995-08-29,NA
"5314",1995,"MACKOG-U","OG","U",1,17,"C",24,NA,"Coastal giant salamander",80,121,NA,"NONE",1995-08-29,NA
"5315",1995,"MACKOG-U","OG","U",1,17,"C",25,NA,"Coastal giant salamander",64,117,NA,"NONE",1995-08-29,NA
"5316",1995,"MACKOG-U","OG","U",1,17,"C",26,NA,"Coastal giant salamander",62,116,NA,"NONE",1995-08-29,NA
"5317",1995,"MACKOG-U","OG","U",1,17,"C",27,NA,"Coastal giant salamander",79,133,NA,"NONE",1995-08-29,NA
"5318",1995,"MACKOG-U","OG","U",1,17,"C",28,NA,"Coastal giant salamander",54,90,NA,"NONE",1995-08-29,NA
"5319",1995,"MACKOG-U","OG","U",1,17,"C",29,NA,"Coastal giant salamander",57,99,NA,"NONE",1995-08-29,NA
"5320",1995,"MACKOG-U","OG","U",1,17,"C",30,NA,"Coastal giant salamander",64,110,NA,"NONE",1995-08-29,NA
"5321",1995,"MACKOG-U","OG","U",1,17,"C",31,NA,"Coastal giant salamander",62,104,NA,"NONE",1995-08-29,NA
"5322",1995,"MACKOG-U","OG","U",1,17,"C",32,NA,"Coastal giant salamander",52,95,NA,"NONE",1995-08-29,NA
"5323",1995,"MACKOG-U","OG","U",1,17,"C",33,NA,"Coastal giant salamander",24,47,NA,"NONE",1995-08-29,NA
"5324",1995,"MACKOG-U","OG","U",2,13,"C",1,NA,"Cutthroat trout",45,NA,NA,"NONE",1995-08-29,NA
"5325",1995,"MACKOG-U","OG","U",2,13,"C",2,NA,"Cutthroat trout",49,NA,NA,"NONE",1995-08-29,NA
"5326",1995,"MACKOG-U","OG","U",2,13,"C",3,NA,"Cutthroat trout",39,NA,NA,"NONE",1995-08-29,NA
"5327",1995,"MACKOG-U","OG","U",2,13,"C",4,NA,"Cutthroat trout",42,NA,NA,"NONE",1995-08-29,NA
"5328",1995,"MACKOG-U","OG","U",2,13,"C",5,NA,"Cutthroat trout",49,NA,NA,"NONE",1995-08-29,NA
"5329",1995,"MACKOG-U","OG","U",2,13,"C",6,NA,"Cutthroat trout",43,NA,NA,"NONE",1995-08-29,NA
"5330",1995,"MACKOG-U","OG","U",2,13,"C",7,NA,"Cutthroat trout",48,NA,NA,"NONE",1995-08-29,NA
"5331",1995,"MACKOG-U","OG","U",2,13,"C",8,NA,"Cutthroat trout",82,NA,NA,"NONE",1995-08-29,NA
"5332",1995,"MACKOG-U","OG","U",2,13,"C",9,NA,"Cutthroat trout",110,NA,NA,"NONE",1995-08-29,NA
"5333",1995,"MACKOG-U","OG","U",2,13,"C",10,NA,"Cutthroat trout",154,NA,NA,"LV",1995-08-29,NA
"5334",1995,"MACKOG-U","OG","U",2,13,"C",11,NA,"Coastal giant salamander",50,101,NA,"NONE",1995-08-29,NA
"5335",1995,"MACKOG-U","OG","U",2,13,"C",12,NA,"Coastal giant salamander",28,62,NA,"NONE",1995-08-29,NA
"5336",1995,"MACKOG-U","OG","U",2,13,"C",13,NA,"Coastal giant salamander",80,140,NA,"NONE",1995-08-29,NA
"5337",1995,"MACKOG-U","OG","U",2,13,"C",14,NA,"Coastal giant salamander",74,134,NA,"NONE",1995-08-29,NA
"5338",1995,"MACKOG-U","OG","U",2,13,"C",15,NA,"Coastal giant salamander",112,185,NA,"NONE",1995-08-29,NA
"5339",1995,"MACKOG-U","OG","U",2,13,"C",16,NA,"Coastal giant salamander",60,113,NA,"NONE",1995-08-29,NA
"5340",1995,"MACKOG-U","OG","U",2,13,"C",17,NA,"Coastal giant salamander",59,90,NA,"NONE",1995-08-29,NA
"5341",1995,"MACKOG-U","OG","U",2,13,"C",18,NA,"Coastal giant salamander",47,80,NA,"NONE",1995-08-29,NA
"5342",1995,"MACKOG-U","OG","U",2,13,"C",19,NA,"Coastal giant salamander",29,54,NA,"NONE",1995-08-29,NA
"5343",1995,"MACKOG-U","OG","U",2,13,"C",20,NA,"Coastal giant salamander",70,115,NA,"NONE",1995-08-29,NA
"5344",1995,"MACKOG-U","OG","U",2,13,"C",21,NA,"Coastal giant salamander",50,85,NA,"NONE",1995-08-29,NA
"5345",1995,"MACKOG-U","OG","U",2,14,"SC",1,NA,"Cutthroat trout",45,NA,NA,"NONE",1995-08-29,NA
"5346",1995,"MACKOG-U","OG","U",2,15,"IP",1,NA,"Cutthroat trout",53,NA,NA,"NONE",1995-08-29,NA
"5347",1995,"MACKOG-U","OG","U",2,15,"IP",2,NA,"Cutthroat trout",47,NA,NA,"NONE",1995-08-29,NA
"5348",1995,"MACKOG-U","OG","U",2,15,"IP",3,NA,"Coastal giant salamander",32,63,NA,"NONE",1995-08-29,NA
"5349",1995,"MACKOG-U","OG","U",2,15,"IP",4,NA,"Coastal giant salamander",55,100,NA,"NONE",1995-08-29,NA
"5350",1995,"MACKOG-U","OG","U",2,15,"IP",5,NA,"Coastal giant salamander",30,61,NA,"NONE",1995-08-29,NA
"5351",1995,"MACKOG-U","OG","U",2,15,"IP",6,NA,"Coastal giant salamander",55,107,NA,"NONE",1995-08-29,NA
