"","date","station","mean_airtemp","daily_precip","mean_windspeed"
"2483",1995-03-19,"Toolik Field Station",-17.9,NA,5.2
"2484",1995-03-20,"Toolik Field Station",-19.6,NA,4.4
"2485",1995-03-21,"Toolik Field Station",-33.5,NA,2.6
"2486",1995-03-22,"Toolik Field Station",-35,NA,2.7
"2487",1995-03-23,"Toolik Field Station",-32.7,NA,5
"2488",1995-03-24,"Toolik Field Station",-25.9,NA,3.8
"2489",1995-03-25,"Toolik Field Station",-25.4,NA,4.7
"2490",1995-03-26,"Toolik Field Station",-21.1,NA,4.3
"2491",1995-03-27,"Toolik Field Station",-11.2,NA,6.2
"2492",1995-03-28,"Toolik Field Station",-9.1,NA,4.2
"2493",1995-03-29,"Toolik Field Station",-3.6,NA,4.2
"2494",1995-03-30,"Toolik Field Station",-5.4,NA,1.7
"2495",1995-03-31,"Toolik Field Station",-14.5,NA,2.1
"2496",1995-04-01,"Toolik Field Station",-9.7,NA,4.2
"2497",1995-04-02,"Toolik Field Station",-7.4,NA,3.4
"2498",1995-04-03,"Toolik Field Station",-8.1,NA,2.2
"2499",1995-04-04,"Toolik Field Station",-11.1,NA,1.5
"2500",1995-04-05,"Toolik Field Station",-3.4,NA,2.5
"2501",1995-04-06,"Toolik Field Station",-20.7,NA,2.2
"2502",1995-04-07,"Toolik Field Station",-26.6,NA,1.7
"2503",1995-04-08,"Toolik Field Station",-21.9,NA,3.5
"2504",1995-04-09,"Toolik Field Station",-11.6,NA,1.7
"2505",1995-04-10,"Toolik Field Station",-9.3,NA,2.5
"2506",1995-04-11,"Toolik Field Station",-13.2,NA,1.2
"2507",1995-04-12,"Toolik Field Station",-13.8,NA,1.4
"2508",1995-04-13,"Toolik Field Station",-6.5,NA,2.8
"2509",1995-04-14,"Toolik Field Station",-9.2,NA,4.4
"2510",1995-04-15,"Toolik Field Station",-10.1,NA,3.5
"2511",1995-04-16,"Toolik Field Station",-9.6,NA,2.7
"2512",1995-04-17,"Toolik Field Station",-17.6,NA,1.1
"2513",1995-04-18,"Toolik Field Station",-17.2,NA,1.2
"2514",1995-04-19,"Toolik Field Station",-15.4,NA,1.1
"2515",1995-04-20,"Toolik Field Station",-6,NA,2.1
"2516",1995-04-21,"Toolik Field Station",-1.1,NA,3.7
"2517",1995-04-22,"Toolik Field Station",-0.1,NA,4
"2518",1995-04-23,"Toolik Field Station",-0.2,NA,4.8
"2519",1995-04-24,"Toolik Field Station",0.2,NA,5.8
"2520",1995-04-25,"Toolik Field Station",2.3,NA,6.7
"2521",1995-04-26,"Toolik Field Station",2.2,NA,8.7
"2522",1995-04-27,"Toolik Field Station",-1.2,NA,5
"2523",1995-04-28,"Toolik Field Station",-3.4,NA,3.3
"2524",1995-04-29,"Toolik Field Station",1.5,NA,7.5
"2525",1995-04-30,"Toolik Field Station",3.9,NA,2
"2526",1995-05-01,"Toolik Field Station",-0.1,NA,2.1
"2527",1995-05-02,"Toolik Field Station",-2.7,NA,2.7
"2528",1995-05-03,"Toolik Field Station",-0.4,NA,3
"2529",1995-05-04,"Toolik Field Station",4.3,NA,3.9
"2530",1995-05-05,"Toolik Field Station",2.2,NA,2.2
"2531",1995-05-06,"Toolik Field Station",2.4,NA,3.2
"2532",1995-05-07,"Toolik Field Station",5.6,NA,2.2
"2533",1995-05-08,"Toolik Field Station",6.4,NA,3.3
"2534",1995-05-09,"Toolik Field Station",7.9,NA,3.4
"2535",1995-05-10,"Toolik Field Station",7,NA,3.2
"2536",1995-05-11,"Toolik Field Station",3.3,NA,2.5
"2537",1995-05-12,"Toolik Field Station",10.3,NA,2.5
"2538",1995-05-13,"Toolik Field Station",8,NA,3.2
"2539",1995-05-14,"Toolik Field Station",-2.5,NA,3.3
"2540",1995-05-15,"Toolik Field Station",-6,NA,2.1
"2541",1995-05-16,"Toolik Field Station",-5.8,NA,0.5
"2542",1995-05-17,"Toolik Field Station",-2.2,NA,1.7
"2543",1995-05-18,"Toolik Field Station",-2.4,NA,2.7
"2544",1995-05-19,"Toolik Field Station",-5.1,NA,3
"2545",1995-05-20,"Toolik Field Station",-10.6,NA,4.2
"2546",1995-05-21,"Toolik Field Station",-9.1,NA,2.8
"2547",1995-05-22,"Toolik Field Station",-4.9,NA,2.5
"2548",1995-05-23,"Toolik Field Station",3.9,NA,4.4
"2549",1995-05-24,"Toolik Field Station",7.7,NA,4.6
"2550",1995-05-25,"Toolik Field Station",9.4,NA,3.3
"2551",1995-05-26,"Toolik Field Station",4.9,NA,3.4
"2552",1995-05-27,"Toolik Field Station",6,NA,3.1
"2553",1995-05-28,"Toolik Field Station",3.3,NA,2.4
"2554",1995-05-29,"Toolik Field Station",3.3,NA,3.2
"2555",1995-05-30,"Toolik Field Station",5.6,NA,2.8
"2556",1995-05-31,"Toolik Field Station",5.6,NA,2.9
"2557",1995-06-01,"Toolik Field Station",1.8,NA,3.1
"2558",1995-06-02,"Toolik Field Station",-1.6,NA,3.3
"2559",1995-06-03,"Toolik Field Station",-2.3,NA,4.1
"2560",1995-06-04,"Toolik Field Station",-0.6,0,3.2
"2561",1995-06-05,"Toolik Field Station",4.1,2.3,2.6
"2562",1995-06-06,"Toolik Field Station",7.8,1.5,3.4
"2563",1995-06-07,"Toolik Field Station",8.8,1.8,4.2
"2564",1995-06-08,"Toolik Field Station",9.7,0.3,4.2
"2565",1995-06-09,"Toolik Field Station",11.9,0,3.5
"2566",1995-06-10,"Toolik Field Station",9.9,0.3,3.2
"2567",1995-06-11,"Toolik Field Station",9.3,7.6,3.4
"2568",1995-06-12,"Toolik Field Station",5.7,2.3,2.7
"2569",1995-06-13,"Toolik Field Station",9.3,0.5,3.3
"2570",1995-06-14,"Toolik Field Station",8.1,1.5,2.1
"2571",1995-06-15,"Toolik Field Station",10.1,1.8,3
"2572",1995-06-16,"Toolik Field Station",7.3,9.9,4.1
"2573",1995-06-17,"Toolik Field Station",6.8,4.8,3.6
"2574",1995-06-18,"Toolik Field Station",10.9,0,3
"2575",1995-06-19,"Toolik Field Station",12.9,0,3.3
"2576",1995-06-20,"Toolik Field Station",11.1,0,3.8
"2577",1995-06-21,"Toolik Field Station",6.8,0,3.8
"2578",1995-06-22,"Toolik Field Station",8.8,0,4
"2579",1995-06-23,"Toolik Field Station",7.3,2.8,2.9
"2580",1995-06-24,"Toolik Field Station",3.2,3.6,3.5
"2581",1995-06-25,"Toolik Field Station",1.3,6.9,3
"2582",1995-06-26,"Toolik Field Station",2,2.5,3.2
"2583",1995-06-27,"Toolik Field Station",6.7,0,3.9
"2584",1995-06-28,"Toolik Field Station",11,0,2.5
"2585",1995-06-29,"Toolik Field Station",14.9,0,3
"2586",1995-06-30,"Toolik Field Station",15.8,1.5,2.9
"2587",1995-07-01,"Toolik Field Station",15,5.3,3.6
"2588",1995-07-02,"Toolik Field Station",11.4,11.4,3.7
"2589",1995-07-03,"Toolik Field Station",13.4,0.8,2.3
"2590",1995-07-04,"Toolik Field Station",16.4,0,2.6
"2591",1995-07-05,"Toolik Field Station",10.1,1.8,3.3
"2592",1995-07-06,"Toolik Field Station",11.6,0,2.8
"2593",1995-07-07,"Toolik Field Station",17.2,0,3.1
"2594",1995-07-08,"Toolik Field Station",13.4,3.6,3.2
"2595",1995-07-09,"Toolik Field Station",10,2.3,4
"2596",1995-07-10,"Toolik Field Station",11.9,14.7,3.3
"2597",1995-07-11,"Toolik Field Station",13.6,0,2.8
"2598",1995-07-12,"Toolik Field Station",14.7,0,2.3
"2599",1995-07-13,"Toolik Field Station",13.9,3.3,2.6
"2600",1995-07-14,"Toolik Field Station",15.7,0,2.4
"2601",1995-07-15,"Toolik Field Station",15.9,0,3.1
"2602",1995-07-16,"Toolik Field Station",14.8,3.6,2.2
"2603",1995-07-17,"Toolik Field Station",13,6.6,3.7
"2604",1995-07-18,"Toolik Field Station",12.9,2.8,2.9
"2605",1995-07-19,"Toolik Field Station",11.5,17,2.4
"2606",1995-07-20,"Toolik Field Station",9.3,22.6,3.4
"2607",1995-07-21,"Toolik Field Station",7,10.4,3.3
"2608",1995-07-22,"Toolik Field Station",5.3,0.3,4.5
"2609",1995-07-23,"Toolik Field Station",5.2,0,4.1
"2610",1995-07-24,"Toolik Field Station",3,0,3
"2611",1995-07-25,"Toolik Field Station",1,0.8,4.5
"2612",1995-07-26,"Toolik Field Station",2.5,0,2.9
"2613",1995-07-27,"Toolik Field Station",4.6,0,3
"2614",1995-07-28,"Toolik Field Station",7.6,0,2.5
"2615",1995-07-29,"Toolik Field Station",13.5,0,3.4
"2616",1995-07-30,"Toolik Field Station",11.6,3.6,2.4
"2617",1995-07-31,"Toolik Field Station",10,7.9,2.3
"2618",1995-08-01,"Toolik Field Station",9,0.3,2
"2619",1995-08-02,"Toolik Field Station",8.9,7.6,2
"2620",1995-08-03,"Toolik Field Station",4.4,1.3,3.4
"2621",1995-08-04,"Toolik Field Station",1.6,0.8,3
"2622",1995-08-05,"Toolik Field Station",1.2,3.3,2.9
"2623",1995-08-06,"Toolik Field Station",6.8,0,2.7
"2624",1995-08-07,"Toolik Field Station",10.9,0.8,3.7
"2625",1995-08-08,"Toolik Field Station",11.8,0,2.9
"2626",1995-08-09,"Toolik Field Station",12.7,0,3.3
"2627",1995-08-10,"Toolik Field Station",13,0.5,3.1
"2628",1995-08-11,"Toolik Field Station",11.6,0.8,2.6
"2629",1995-08-12,"Toolik Field Station",9.3,0,3.1
"2630",1995-08-13,"Toolik Field Station",7.9,1.3,3.8
"2631",1995-08-14,"Toolik Field Station",2.8,12.2,3.1
"2632",1995-08-15,"Toolik Field Station",2.4,4.8,1.6
"2633",1995-08-16,"Toolik Field Station",8.3,0,1.9
"2634",1995-08-17,"Toolik Field Station",9.6,0,2.7
"2635",1995-08-18,"Toolik Field Station",9.9,6.1,4.1
"2636",1995-08-19,"Toolik Field Station",3.4,3.6,3.3
"2637",1995-08-20,"Toolik Field Station",3.5,0.5,2.3
"2638",1995-08-21,"Toolik Field Station",5.8,0,2
"2639",1995-08-22,"Toolik Field Station",8.8,0,3.2
"2640",1995-08-23,"Toolik Field Station",6.3,0,3.1
"2641",1995-08-24,"Toolik Field Station",3.3,0,2.3
"2642",1995-08-25,"Toolik Field Station",2.6,0,2.2
"2643",1995-08-26,"Toolik Field Station",1.2,0,2.3
"2644",1995-08-27,"Toolik Field Station",1.2,0,2.9
"2645",1995-08-28,"Toolik Field Station",5.1,0,3.5
"2646",1995-08-29,"Toolik Field Station",2,3.3,3.3
"2647",1995-08-30,"Toolik Field Station",2.1,0,2.4
"2648",1995-08-31,"Toolik Field Station",2.5,0.3,2.4
"2649",1995-09-01,"Toolik Field Station",-0.9,0.3,2.4
"2650",1995-09-02,"Toolik Field Station",2.5,NA,2.3
"2651",1995-09-03,"Toolik Field Station",-0.4,NA,4
"2652",1995-09-04,"Toolik Field Station",-4.6,NA,3.4
"2653",1995-09-05,"Toolik Field Station",-5.8,NA,2.2
"2654",1995-09-06,"Toolik Field Station",-2.6,NA,2.2
"2655",1995-09-07,"Toolik Field Station",2.6,NA,3.1
"2656",1995-09-08,"Toolik Field Station",1.5,NA,1.5
"2657",1995-09-09,"Toolik Field Station",7,NA,1.4
"2658",1995-09-10,"Toolik Field Station",3.2,NA,3
"2659",1995-09-11,"Toolik Field Station",1.5,NA,2.8
"2660",1995-09-12,"Toolik Field Station",3.7,NA,1.8
"2661",1995-09-13,"Toolik Field Station",6.5,NA,3.9
"2662",1995-09-14,"Toolik Field Station",0.3,NA,3.2
"2663",1995-09-15,"Toolik Field Station",1.2,NA,2
"2664",1995-09-16,"Toolik Field Station",2,NA,3.7
"2665",1995-09-17,"Toolik Field Station",9.1,NA,6.4
"2666",1995-09-18,"Toolik Field Station",11.9,NA,4.7
"2667",1995-09-19,"Toolik Field Station",9.8,NA,3.3
"2668",1995-09-20,"Toolik Field Station",11.2,NA,3.7
"2669",1995-09-21,"Toolik Field Station",14.2,NA,4.7
"2670",1995-09-22,"Toolik Field Station",11.2,NA,4
"2671",1995-09-23,"Toolik Field Station",7.3,NA,3.4
"2672",1995-09-24,"Toolik Field Station",6.1,NA,2.6
"2673",1995-09-25,"Toolik Field Station",5.7,NA,2.4
"2674",1995-09-26,"Toolik Field Station",5.9,NA,2.5
"2675",1995-09-27,"Toolik Field Station",1.7,NA,2.4
"2676",1995-09-28,"Toolik Field Station",-0.7,NA,1.7
"2677",1995-09-29,"Toolik Field Station",-5,NA,1.1
"2678",1995-09-30,"Toolik Field Station",-6.6,NA,0.8
"2679",1995-10-01,"Toolik Field Station",-6.3,10.2,0.7
"2680",1995-10-02,"Toolik Field Station",-5.3,0,0.5
"2681",1995-10-03,"Toolik Field Station",-5.4,0,0.5
"2682",1995-10-04,"Toolik Field Station",-4,0,0.4
"2683",1995-10-05,"Toolik Field Station",-4,0,0.4
"2684",1995-10-06,"Toolik Field Station",-9.7,0,0.5
"2685",1995-10-07,"Toolik Field Station",-11.2,0,0.5
"2686",1995-10-08,"Toolik Field Station",-9.6,0,0.5
"2687",1995-10-09,"Toolik Field Station",-9.3,0,0.5
"2688",1995-10-10,"Toolik Field Station",-7.7,0,0.5
"2689",1995-10-11,"Toolik Field Station",-10.8,0,0.5
"2690",1995-10-12,"Toolik Field Station",-15.1,0,0.5
"2691",1995-10-13,"Toolik Field Station",-13.6,0,0.5
"2692",1995-10-14,"Toolik Field Station",-10.9,0,0.4
"2693",1995-10-15,"Toolik Field Station",-13,0,0.5
"2694",1995-10-16,"Toolik Field Station",-21.9,0,0.4
"2695",1995-10-17,"Toolik Field Station",-19.6,0,0.4
"2696",1995-10-18,"Toolik Field Station",-18.1,0,0.5
"2697",1995-10-19,"Toolik Field Station",-18.7,0,1
"2698",1995-10-20,"Toolik Field Station",-19.3,0,2.5
"2699",1995-10-21,"Toolik Field Station",-16.4,0,3.1
"2700",1995-10-22,"Toolik Field Station",-18.7,0,1.8
"2701",1995-10-23,"Toolik Field Station",-15.9,0,1.2
"2702",1995-10-24,"Toolik Field Station",-17.7,0,2.1
"2703",1995-10-25,"Toolik Field Station",-16.1,0,2
"2704",1995-10-26,"Toolik Field Station",-17.4,0,1.8
"2705",1995-10-27,"Toolik Field Station",-17.8,0,2.1
"2706",1995-10-28,"Toolik Field Station",-11,2.5,5.9
"2707",1995-10-29,"Toolik Field Station",-1.5,5.1,7.6
"2708",1995-10-30,"Toolik Field Station",2,0,6
"2709",1995-10-31,"Toolik Field Station",0.2,5.1,3
"2710",1995-11-01,"Toolik Field Station",-1.6,0,2.5
"2711",1995-11-02,"Toolik Field Station",-5,5.1,2.3
"2712",1995-11-03,"Toolik Field Station",-7.7,0,3.9
"2713",1995-11-04,"Toolik Field Station",-16.2,0,1.8
"2714",1995-11-05,"Toolik Field Station",-26.4,0,2.2
"2715",1995-11-06,"Toolik Field Station",-21.6,0,3.4
"2716",1995-11-07,"Toolik Field Station",-18.8,0,3.8
"2717",1995-11-08,"Toolik Field Station",-17.9,0,2.6
"2718",1995-11-09,"Toolik Field Station",-16.9,0,3.9
"2719",1995-11-10,"Toolik Field Station",-18.5,0,3.6
"2720",1995-11-11,"Toolik Field Station",-19.5,0,3.2
"2721",1995-11-12,"Toolik Field Station",-18.7,0,4
"2722",1995-11-13,"Toolik Field Station",-21.2,0,3.7
"2723",1995-11-14,"Toolik Field Station",-30.4,0,1.5
"2724",1995-11-15,"Toolik Field Station",-34.4,0,1
"2725",1995-11-16,"Toolik Field Station",-33.9,0,1.4
"2726",1995-11-17,"Toolik Field Station",-29.6,0,1
"2727",1995-11-18,"Toolik Field Station",-24.9,0,0.8
"2728",1995-11-19,"Toolik Field Station",-20.6,0,2
"2729",1995-11-20,"Toolik Field Station",-17.3,0,3.7
"2730",1995-11-21,"Toolik Field Station",-17.8,0,3.4
"2731",1995-11-22,"Toolik Field Station",-18.8,0,3.4
"2732",1995-11-23,"Toolik Field Station",-17.2,0,3.6
"2733",1995-11-24,"Toolik Field Station",-17.8,0,3.5
"2734",1995-11-25,"Toolik Field Station",-15.4,0,3.8
"2735",1995-11-26,"Toolik Field Station",-18.4,0,5.2
"2736",1995-11-27,"Toolik Field Station",-13.8,5.1,4
"2737",1995-11-28,"Toolik Field Station",-10.4,2.5,5.5
"2738",1995-11-29,"Toolik Field Station",-14.6,0,7.5
"2739",1995-11-30,"Toolik Field Station",-16.6,0,9.2
"2740",1995-12-01,"Toolik Field Station",-24.2,0,6.2
"2741",1995-12-02,"Toolik Field Station",-28.2,0,4.2
"2742",1995-12-03,"Toolik Field Station",-26.4,0,4.6
"2743",1995-12-04,"Toolik Field Station",-29,0,4.6
"2744",1995-12-05,"Toolik Field Station",-28.6,0,6.1
"2745",1995-12-06,"Toolik Field Station",-15.3,10.2,7.4
"2746",1995-12-07,"Toolik Field Station",-16.3,0,3.1
"2747",1995-12-08,"Toolik Field Station",-17.6,0,2.7
"2748",1995-12-09,"Toolik Field Station",-22.8,0,4
"2749",1995-12-10,"Toolik Field Station",-21.9,10.2,3.5
"2750",1995-12-11,"Toolik Field Station",-30,0,2.7
"2751",1995-12-12,"Toolik Field Station",-36.2,0,1.7
"2752",1995-12-13,"Toolik Field Station",-37.7,0,1.4
"2753",1995-12-14,"Toolik Field Station",-37.1,0,1.2
"2754",1995-12-15,"Toolik Field Station",-32,0,3
"2755",1995-12-16,"Toolik Field Station",-24.8,0,2.9
"2756",1995-12-17,"Toolik Field Station",-19.2,0,3.2
"2757",1995-12-18,"Toolik Field Station",-14.9,2.5,5.9
"2758",1995-12-19,"Toolik Field Station",-21.8,0,2.6
"2759",1995-12-20,"Toolik Field Station",-27.3,0,1.5
"2760",1995-12-21,"Toolik Field Station",-26.4,0,1.3
"2761",1995-12-22,"Toolik Field Station",-24.9,0,1.5
"2762",1995-12-23,"Toolik Field Station",-10.3,5.1,3
"2763",1995-12-24,"Toolik Field Station",-8.2,0,2.1
"2764",1995-12-25,"Toolik Field Station",-18.1,0,2.2
"2765",1995-12-26,"Toolik Field Station",-21.6,0,0.8
"2766",1995-12-27,"Toolik Field Station",-21,0,1
"2767",1995-12-28,"Toolik Field Station",-23.1,0,0.7
"2768",1995-12-29,"Toolik Field Station",-29,0,0.8
"2769",1995-12-30,"Toolik Field Station",-19,0,3.9
"2770",1995-12-31,"Toolik Field Station",-9.8,0,8.1
"2771",1996-01-01,"Toolik Field Station",-9.1,0,5.3
"2772",1996-01-02,"Toolik Field Station",-8.8,0,6.1
"2773",1996-01-03,"Toolik Field Station",-3.7,0,6.3
"2774",1996-01-04,"Toolik Field Station",-7.5,0,2.8
"2775",1996-01-05,"Toolik Field Station",-18.6,0,1.6
"2776",1996-01-06,"Toolik Field Station",-29.4,0,1.2
"2777",1996-01-07,"Toolik Field Station",-40.1,0,1
"2778",1996-01-08,"Toolik Field Station",-37.6,0,1.4
"2779",1996-01-09,"Toolik Field Station",-39.2,0,1.1
"2780",1996-01-10,"Toolik Field Station",-35.6,0,1.5
"2781",1996-01-11,"Toolik Field Station",-30.5,0,2.2
"2782",1996-01-12,"Toolik Field Station",-23.3,0,2.9
"2783",1996-01-13,"Toolik Field Station",-18.5,0,3.2
"2784",1996-01-14,"Toolik Field Station",-15,0,4.6
"2785",1996-01-15,"Toolik Field Station",-18.1,0,2.5
"2786",1996-01-16,"Toolik Field Station",-24.8,0,3.3
"2787",1996-01-17,"Toolik Field Station",-23.9,0,3.5
"2788",1996-01-18,"Toolik Field Station",-28.3,0,2.7
"2789",1996-01-19,"Toolik Field Station",-27.6,0,2.1
"2790",1996-01-20,"Toolik Field Station",-16.2,0,1.7
"2791",1996-01-21,"Toolik Field Station",-16.3,0,2.1
"2792",1996-01-22,"Toolik Field Station",-17.3,0,4.2
"2793",1996-01-23,"Toolik Field Station",-21.7,0,3.4
"2794",1996-01-24,"Toolik Field Station",-23.5,0,2.6
"2795",1996-01-25,"Toolik Field Station",-26.8,0,4.5
"2796",1996-01-26,"Toolik Field Station",-22.8,0,4.8
"2797",1996-01-27,"Toolik Field Station",-12.5,0,9.5
"2798",1996-01-28,"Toolik Field Station",-6.4,5.1,8.6
"2799",1996-01-29,"Toolik Field Station",-4.7,0,8.7
"2800",1996-01-30,"Toolik Field Station",-8.5,0,7
"2801",1996-01-31,"Toolik Field Station",-13.4,0,5.2
"2802",1996-02-01,"Toolik Field Station",-25.1,0,3.9
"2803",1996-02-02,"Toolik Field Station",-26.3,0,3.7
"2804",1996-02-03,"Toolik Field Station",-33.6,0,2.6
"2805",1996-02-04,"Toolik Field Station",-36.6,0,2.8
"2806",1996-02-05,"Toolik Field Station",-38.9,0,3.3
"2807",1996-02-06,"Toolik Field Station",-33.5,0,2
"2808",1996-02-07,"Toolik Field Station",-29.3,0,3.1
"2809",1996-02-08,"Toolik Field Station",-29.3,0,2.1
"2810",1996-02-09,"Toolik Field Station",-34.2,0,1.4
"2811",1996-02-10,"Toolik Field Station",-36.2,0,1.7
"2812",1996-02-11,"Toolik Field Station",-31,0,4.3
"2813",1996-02-12,"Toolik Field Station",-25.8,0,4.8
"2814",1996-02-13,"Toolik Field Station",-17.8,0,4.2
"2815",1996-02-14,"Toolik Field Station",-5.4,5.1,6.2
"2816",1996-02-15,"Toolik Field Station",-10.3,0,5.8
"2817",1996-02-16,"Toolik Field Station",-17.3,0,4.2
"2818",1996-02-17,"Toolik Field Station",-19.5,5.1,4.6
"2819",1996-02-18,"Toolik Field Station",-12.2,2.5,11.4
"2820",1996-02-19,"Toolik Field Station",-28.4,0,8.8
"2821",1996-02-20,"Toolik Field Station",-33.8,0,2.8
"2822",1996-02-21,"Toolik Field Station",-32.2,0,2.6
"2823",1996-02-22,"Toolik Field Station",-37.1,0,2.6
"2824",1996-02-23,"Toolik Field Station",-31.7,0,4.7
"2825",1996-02-24,"Toolik Field Station",-14.5,10.2,12.5
"2826",1996-02-25,"Toolik Field Station",-5.4,0,9.5
"2827",1996-02-26,"Toolik Field Station",-7,0,7.9
"2828",1996-02-27,"Toolik Field Station",-6.8,0,5.5
"2829",1996-02-28,"Toolik Field Station",-5,0,2.3
"2830",1996-02-29,"Toolik Field Station",0.6,0,5.9
"2831",1996-03-01,"Toolik Field Station",-12,0,2.2
"2832",1996-03-02,"Toolik Field Station",-9.6,0,7
"2833",1996-03-03,"Toolik Field Station",-6.7,0,3.7
"2834",1996-03-04,"Toolik Field Station",-6.2,0,3.5
"2835",1996-03-05,"Toolik Field Station",-11.2,0,4.8
"2836",1996-03-06,"Toolik Field Station",-9.9,0,4.1
"2837",1996-03-07,"Toolik Field Station",-9.6,0,6
"2838",1996-03-08,"Toolik Field Station",-15.7,0,3.6
"2839",1996-03-09,"Toolik Field Station",-24.2,0,3.1
"2840",1996-03-10,"Toolik Field Station",-29.2,0,2.8
"2841",1996-03-11,"Toolik Field Station",-25.9,0,3.9
"2842",1996-03-12,"Toolik Field Station",-26.5,0,2.8
"2843",1996-03-13,"Toolik Field Station",-27.3,0,1.7
"2844",1996-03-14,"Toolik Field Station",-21.7,0,1.7
"2845",1996-03-15,"Toolik Field Station",-28,0,1.8
"2846",1996-03-16,"Toolik Field Station",-32.2,0,4.8
"2847",1996-03-17,"Toolik Field Station",-27.7,0,4.6
"2848",1996-03-18,"Toolik Field Station",-25.3,0,3.5
"2849",1996-03-19,"Toolik Field Station",-20.2,0,6.2
"2850",1996-03-20,"Toolik Field Station",-8.5,10.2,6.7
"2851",1996-03-21,"Toolik Field Station",-5.8,0,8.4
"2852",1996-03-22,"Toolik Field Station",-8.9,0,3.8
"2853",1996-03-23,"Toolik Field Station",-7.5,0,4.9
"2854",1996-03-24,"Toolik Field Station",-12.6,0,3.2
"2855",1996-03-25,"Toolik Field Station",-4.6,2.5,8.7
"2856",1996-03-26,"Toolik Field Station",-5.1,0,6.9
"2857",1996-03-27,"Toolik Field Station",-10.7,0,5.3
"2858",1996-03-28,"Toolik Field Station",-9.2,0,3.6
"2859",1996-03-29,"Toolik Field Station",-13.9,0,3.7
"2860",1996-03-30,"Toolik Field Station",-13.3,0,4.7
"2861",1996-03-31,"Toolik Field Station",-11.8,0,4.1
"2862",1996-04-01,"Toolik Field Station",-13.7,0,3.5
"2863",1996-04-02,"Toolik Field Station",-22,0,2.5
"2864",1996-04-03,"Toolik Field Station",-28.8,0,2.8
"2865",1996-04-04,"Toolik Field Station",-29.8,5.1,2.1
"2866",1996-04-05,"Toolik Field Station",-25.8,5.1,1.7
"2867",1996-04-06,"Toolik Field Station",-18.6,0,1.2
"2868",1996-04-07,"Toolik Field Station",-9.5,0,2
"2869",1996-04-08,"Toolik Field Station",-15.9,0,2.8
"2870",1996-04-09,"Toolik Field Station",-20.3,0,4.4
"2871",1996-04-10,"Toolik Field Station",-14.5,0,3.7
"2872",1996-04-11,"Toolik Field Station",-14.1,0,3.1
"2873",1996-04-12,"Toolik Field Station",-20.8,0,1.8
"2874",1996-04-13,"Toolik Field Station",-24.1,0,2
"2875",1996-04-14,"Toolik Field Station",-24.1,0,2.9
"2876",1996-04-15,"Toolik Field Station",-27.5,0,2
"2877",1996-04-16,"Toolik Field Station",-27.1,0,1.7
"2878",1996-04-17,"Toolik Field Station",-9.8,5.1,2.5
"2879",1996-04-18,"Toolik Field Station",-0.8,0,4.1
"2880",1996-04-19,"Toolik Field Station",-6.5,0,2
"2881",1996-04-20,"Toolik Field Station",-6.1,0,2.6
"2882",1996-04-21,"Toolik Field Station",-5,0,2.5
"2883",1996-04-22,"Toolik Field Station",-13.8,0,1.8
"2884",1996-04-23,"Toolik Field Station",-23.2,0,2.3
"2885",1996-04-24,"Toolik Field Station",-25.8,0,2.6
"2886",1996-04-25,"Toolik Field Station",-26.7,0,2.3
"2887",1996-04-26,"Toolik Field Station",-22.7,0,2.1
"2888",1996-04-27,"Toolik Field Station",-15.1,0,1.5
"2889",1996-04-28,"Toolik Field Station",-6.9,0,2.7
"2890",1996-04-29,"Toolik Field Station",-13.4,0,2
"2891",1996-04-30,"Toolik Field Station",-14,0,1.4
"2892",1996-05-01,"Toolik Field Station",-15.2,0,1.3
"2893",1996-05-02,"Toolik Field Station",-12.8,0,3
"2894",1996-05-03,"Toolik Field Station",-7.6,0,2.5
"2895",1996-05-04,"Toolik Field Station",-3.5,0,3.4
"2896",1996-05-05,"Toolik Field Station",0.5,0,2.2
"2897",1996-05-06,"Toolik Field Station",2.3,0,1.7
"2898",1996-05-07,"Toolik Field Station",1.2,5.1,2.8
"2899",1996-05-08,"Toolik Field Station",1,0,2.3
"2900",1996-05-09,"Toolik Field Station",2.7,0,2.7
"2901",1996-05-10,"Toolik Field Station",2.8,1.5,2.7
"2902",1996-05-11,"Toolik Field Station",1.7,3.3,2.4
"2903",1996-05-12,"Toolik Field Station",3.6,0,1.4
"2904",1996-05-13,"Toolik Field Station",-0.8,1.3,3.8
"2905",1996-05-14,"Toolik Field Station",-2.5,0.3,3.6
"2906",1996-05-15,"Toolik Field Station",-0.8,0.5,3.6
"2907",1996-05-16,"Toolik Field Station",-4.6,2.5,2.8
"2908",1996-05-17,"Toolik Field Station",-5.3,0,2.6
"2909",1996-05-18,"Toolik Field Station",-6.9,3.3,3.4
"2910",1996-05-19,"Toolik Field Station",-8,0,5.1
"2911",1996-05-20,"Toolik Field Station",-8.2,0,5.1
"2912",1996-05-21,"Toolik Field Station",-0.8,0,1.7
"2913",1996-05-22,"Toolik Field Station",4.2,0,2.5
"2914",1996-05-23,"Toolik Field Station",7.5,0,5.6
"2915",1996-05-24,"Toolik Field Station",8.8,0,4.4
"2916",1996-05-25,"Toolik Field Station",5.1,0.5,2.2
"2917",1996-05-26,"Toolik Field Station",5.9,0,1.7
"2918",1996-05-27,"Toolik Field Station",8.2,0,3.8
"2919",1996-05-28,"Toolik Field Station",5,5.3,2.4
"2920",1996-05-29,"Toolik Field Station",8.9,0.8,3.7
